ceb	age	educ	religion	idlnchld	knowmeth	usemeth	evermarr	agefm	heduc	urban	electric	radio	tv	bicycle
0	19	10	other	3	1	1	0	NA	NA	1	1	1	0	0
1	26	10	spirit	4	1	1	1	24	9	1	1	1	1	0
0	16	9	spirit	4	1	0	0	NA	NA	1	0	0	0	1
3	31	12	catholic	5	1	1	1	22	12	1	0	1	1	0
0	18	7	protestant	4	1	0	0	NA	NA	1	1	1	1	0
0	18	7	spirit	6	1	1	0	NA	NA	1	1	1	1	0
7	44	14	spirit	4	1	1	1	15	18	1	0	1	1	0
1	24	10	catholic	4	1	1	0	NA	NA	1	0	1	1	0
0	19	12	spirit	4	1	1	0	NA	NA	1	0	1	1	0
1	19	7	protestant	5	1	0	0	NA	NA	1	0	1	1	0
2	41	13	spirit	3	1	1	1	37	10	1	0	1	1	0
3	28	1	spirit	4	1	0	1	15	0	1	0	1	1	0
2	20	10	catholic	4	1	0	0	NA	NA	1	0	1	0	0
2	24	10	protestant	4	1	1	1	14	10	1	0	0	0	0
0	17	10	protestant	8	1	0	0	NA	NA	1	0	1	0	0
3	28	10	spirit	4	1	1	1	20	12	1	0	1	0	0
1	23	7	spirit	4	1	1	0	NA	NA	1	0	1	0	0
0	19	3	other	4	1	0	0	NA	NA	1	0	1	0	0
2	32	10	protestant	4	1	1	1	26	12	1	1	1	1	0
3	29	7	protestant	6	1	1	0	NA	NA	1	0	0	0	0
0	19	7	spirit	2	1	0	0	NA	NA	1	1	1	1	0
1	24	7	spirit	4	1	1	0	NA	NA	1	0	1	0	1
1	26	7	spirit	4	1	1	0	NA	NA	1	1	1	1	0
1	25	0	other	6	1	1	0	NA	NA	1	0	1	0	1
0	17	6	spirit	6	1	0	0	NA	NA	1	0	1	0	1
1	36	7	protestant	3	1	0	1	25	0	1	0	1	0	0
2	23	0	spirit	2	1	1	1	20	7	1	0	1	0	0
0	22	0	protestant	6	1	1	1	20	10	1	0	1	0	0
0	19	10	spirit	6	1	0	0	NA	NA	1	0	1	1	0
2	36	5	spirit	7	1	0	0	NA	NA	1	0	1	0	0
3	28	9	spirit	4	1	1	1	20	4	1	0	0	0	0
0	18	7	catholic	4	1	0	0	NA	NA	1	0	0	0	0
3	36	7	catholic	6	1	0	1	29	0	1	0	1	0	1
0	16	6	catholic	2	1	0	0	NA	NA	1	0	1	0	1
1	22	7	protestant	4	1	1	0	NA	NA	1	0	1	0	0
1	25	11	catholic	4	1	1	0	NA	NA	1	0	1	0	0
2	39	2	spirit	6	1	1	1	19	0	1	0	1	0	0
2	28	3	spirit	6	1	1	1	19	NA	1	0	1	0	0
2	26	7	spirit	4	1	0	1	23	8	1	0	1	0	0
0	22	9	protestant	2	1	0	0	NA	NA	1	0	1	0	0
0	19	9	protestant	4	1	1	0	NA	NA	1	0	1	0	0
7	44	4	protestant	4	1	0	1	16	7	1	0	0	0	0
3	28	10	protestant	5	1	0	1	13	10	1	0	1	0	0
2	26	7	protestant	4	1	1	1	17	10	1	0	0	0	0
5	38	4	spirit	5	1	1	1	19	4	1	0	0	0	1
0	18	10	spirit	3	1	1	0	NA	NA	1	0	0	0	1
0	16	9	spirit	2	1	0	0	NA	NA	1	0	0	0	1
1	26	7	spirit	1	1	1	0	NA	NA	1	0	1	0	0
0	19	9	protestant	4	1	0	0	NA	NA	1	0	1	0	0
0	18	12	protestant	4	1	1	0	NA	NA	1	0	1	0	0
5	33	7	catholic	6	1	1	1	21	9	1	0	1	0	1
1	23	6	catholic	6	1	0	0	NA	NA	1	0	1	0	1
2	24	5	spirit	6	1	0	0	NA	NA	1	0	1	0	1
1	21	10	catholic	2	1	0	0	NA	NA	1	0	1	0	0
0	17	10	catholic	4	1	0	0	NA	NA	1	0	1	0	0
3	26	7	spirit	3	1	0	0	NA	NA	1	0	0	0	1
0	17	10	spirit	6	1	0	0	NA	NA	1	0	0	0	0
0	17	9	spirit	6	1	0	0	NA	NA	1	0	0	0	0
1	27	10	protestant	3	1	1	0	NA	NA	1	0	1	0	0
2	42	10	catholic	4	1	1	0	NA	NA	1	0	1	0	0
1	25	10	catholic	4	1	1	0	NA	NA	1	0	1	0	0
1	28	12	catholic	10	1	1	0	NA	NA	1	0	1	0	0
0	19	12	catholic	4	1	0	0	NA	NA	1	0	1	0	0
1	24	7	spirit	5	1	0	1	22	7	1	0	1	0	1
2	18	7	other	5	1	0	1	17	0	1	0	0	0	0
3	24	5	other	5	1	0	0	NA	NA	1	0	0	0	0
1	21	7	other	4	1	0	1	20	7	1	0	0	0	0
1	27	2	other	10	1	0	1	26	NA	1	1	0	0	0
0	16	7	spirit	4	1	1	0	NA	NA	1	0	0	0	1
7	34	0	catholic	5	1	0	0	NA	NA	1	0	0	0	0
3	31	0	spirit	6	1	1	1	14	7	1	0	1	0	0
1	41	0	spirit	5	1	0	1	33	1	1	0	0	0	0
1	17	7	spirit	6	1	1	1	16	5	1	0	0	0	0
2	28	7	spirit	4	1	1	0	NA	NA	1	0	1	0	0
1	30	5	spirit	5	1	0	1	28	7	1	0	1	0	0
0	22	7	other	4	1	1	0	NA	NA	1	0	1	0	0
1	19	7	other	3	1	1	0	NA	NA	1	0	1	0	0
4	27	6	spirit	3	1	1	1	23	0	1	0	1	0	0
1	35	1	spirit	5	1	0	1	16	0	1	0	1	0	1
1	17	6	spirit	4	1	0	1	16	8	1	0	0	0	0
8	39	0	spirit	4	1	1	1	18	7	1	0	1	0	1
0	16	9	spirit	4	1	0	0	NA	NA	1	0	1	0	1
7	31	0	spirit	7	1	1	0	NA	NA	1	0	1	0	1
7	40	7	spirit	8	1	0	1	36	3	1	0	1	0	1
6	35	6	spirit	6	1	1	1	16	7	1	0	1	0	1
4	30	7	other	8	1	1	1	28	10	1	0	1	0	0
6	33	0	spirit	9	1	0	1	17	7	1	0	0	0	0
1	27	4	other	4	1	0	0	NA	NA	1	0	0	0	0
5	26	4	spirit	8	1	1	1	18	2	1	0	1	0	0
4	31	3	spirit	5	1	1	1	16	NA	1	0	1	0	1
0	21	7	protestant	6	1	0	1	20	0	1	0	0	0	0
4	27	4	other	NA	1	0	1	20	7	1	0	1	0	0
3	25	7	other	6	1	1	1	22	7	1	0	1	0	0
1	19	7	spirit	6	1	1	1	15	10	1	0	1	0	0
2	25	7	other	5	1	1	1	19	7	1	0	1	0	1
1	20	7	spirit	6	1	0	1	20	7	1	0	1	0	1
0	17	7	spirit	4	1	0	0	NA	NA	1	0	1	0	1
3	28	7	other	4	1	1	1	24	10	1	0	1	0	1
2	21	10	spirit	4	1	1	1	19	7	1	0	1	0	0
1	20	7	spirit	4	1	1	0	NA	NA	1	0	0	0	1
3	24	6	spirit	4	1	1	1	17	0	1	0	0	0	0
4	27	5	spirit	4	1	1	1	22	7	1	0	1	0	1
1	21	7	spirit	3	1	0	0	NA	NA	1	0	1	0	0
0	18	3	spirit	7	1	0	0	NA	NA	1	0	1	0	1
2	37	0	spirit	4	1	0	1	16	0	1	0	0	0	1
0	15	7	spirit	4	1	0	0	NA	NA	1	0	0	0	1
6	41	7	other	6	1	0	1	17	7	1	0	0	0	0
0	19	10	other	4	1	1	0	NA	NA	1	0	1	0	1
4	36	4	spirit	5	1	1	1	15	0	1	0	1	0	1
6	32	3	protestant	8	1	0	1	19	2	1	0	1	0	1
7	38	0	protestant	NA	1	0	1	16	4	1	0	1	0	0
3	41	0	other	4	1	0	1	11	0	1	0	1	0	0
0	18	7	spirit	2	1	1	1	18	7	1	0	1	0	1
0	24	7	spirit	0	1	1	0	NA	NA	1	0	1	0	1
2	20	7	other	2	1	1	1	15	5	1	0	1	0	0
5	39	3	spirit	4	1	1	1	22	3	1	0	1	0	1
4	24	7	spirit	6	1	1	0	NA	NA	1	0	0	0	0
2	27	7	protestant	4	1	0	1	14	8	1	0	1	0	0
0	20	10	protestant	4	1	1	0	NA	NA	1	0	0	0	0
5	47	2	protestant	NA	1	0	1	24	5	1	0	0	0	1
0	20	8	other	3	1	0	0	NA	NA	1	0	0	0	1
7	36	0	spirit	6	1	0	0	NA	NA	1	0	1	0	0
2	20	7	spirit	2	1	0	0	NA	NA	1	0	1	0	0
2	18	6	spirit	5	1	0	0	NA	NA	1	0	1	0	0
5	31	0	other	6	1	NA	1	22	4	1	0	0	0	0
1	27	7	other	NA	1	1	1	26	4	1	0	0	0	0
3	27	5	protestant	5	1	1	0	NA	NA	1	0	1	0	0
0	16	6	spirit	4	1	0	0	NA	NA	1	0	0	0	0
0	26	7	spirit	6	1	1	1	17	10	1	0	0	0	0
7	31	4	other	7	1	1	1	20	6	1	0	1	0	1
0	19	10	other	4	1	1	0	NA	NA	1	0	1	0	1
0	18	7	other	8	1	1	0	NA	NA	1	0	1	0	1
3	26	7	spirit	4	1	1	1	25	7	1	0	1	0	1
1	19	4	spirit	4	1	1	1	17	7	1	0	1	0	0
0	16	7	catholic	6	1	0	0	NA	NA	1	0	1	0	0
2	24	7	spirit	0	1	0	1	16	0	1	0	1	0	0
2	21	8	spirit	2	1	NA	1	17	10	1	0	1	0	0
8	42	0	spirit	4	1	NA	1	18	6	1	0	1	0	0
6	31	0	spirit	6	1	1	0	NA	NA	1	0	0	0	0
1	17	6	spirit	2	1	1	0	NA	NA	1	0	0	0	0
1	17	6	catholic	5	1	1	0	NA	NA	1	0	0	0	1
4	25	3	other	5	1	1	1	12	0	1	0	0	0	1
2	23	6	spirit	6	1	0	1	16	0	1	0	0	0	0
5	35	0	other	6	1	0	1	23	5	1	0	1	0	0
5	32	7	other	7	1	1	1	18	0	1	0	0	0	0
4	46	6	spirit	4	1	0	0	NA	NA	1	0	1	0	0
3	35	7	spirit	3	1	1	1	27	7	1	0	1	0	0
0	19	7	spirit	2	1	0	0	NA	NA	1	0	1	0	0
3	31	5	other	3	1	1	1	17	7	1	0	0	0	0
8	46	0	other	8	1	0	1	12	4	1	0	1	0	0
2	20	4	other	2	1	0	1	15	7	1	0	1	0	0
0	18	7	other	4	1	0	0	NA	NA	1	0	1	0	0
4	31	7	spirit	6	1	1	1	19	7	1	0	0	0	0
4	34	0	other	6	1	0	1	19	4	1	0	1	0	1
2	27	0	other	3	1	0	1	21	0	1	0	0	0	0
3	24	2	spirit	5	1	1	0	NA	NA	1	0	1	0	0
1	22	6	other	5	1	0	1	20	7	1	0	0	0	0
7	36	7	catholic	7	1	1	1	19	7	1	0	1	0	1
0	16	7	catholic	3	1	0	0	NA	NA	1	0	1	0	1
6	41	7	other	6	1	1	1	30	7	1	0	1	0	1
0	17	10	other	4	1	0	0	NA	NA	1	0	1	0	1
2	28	0	other	3	1	1	1	16	7	1	0	1	0	1
0	19	11	other	4	1	0	0	NA	NA	1	0	1	0	0
0	24	10	other	4	1	0	1	22	10	1	0	1	0	0
8	37	2	other	6	1	0	1	20	0	1	0	1	0	1
0	18	8	protestant	3	1	1	0	NA	NA	1	0	1	1	0
5	30	5	spirit	5	1	1	1	19	2	1	0	0	0	0
1	20	10	spirit	4	1	0	1	17	7	1	0	1	0	0
1	18	7	other	4	1	0	0	NA	NA	1	0	1	0	0
9	30	0	spirit	10	1	1	1	10	0	1	0	1	0	1
2	48	12	protestant	6	1	0	1	25	0	1	1	1	0	0
0	20	4	other	10	1	0	1	18	7	1	0	0	0	0
2	23	2	other	5	1	0	1	20	10	1	0	0	0	0
3	25	7	other	4	1	1	1	22	10	1	1	1	1	0
4	48	4	spirit	4	1	0	1	29	0	1	0	1	0	0
0	16	9	spirit	10	0	0	0	NA	NA	1	0	1	0	1
6	39	4	catholic	7	1	1	1	31	7	1	0	1	0	0
0	30	7	protestant	4	1	0	1	29	NA	1	0	1	0	0
4	26	8	catholic	4	1	1	1	24	10	1	0	1	0	0
4	32	3	protestant	6	1	1	1	28	5	1	0	1	0	1
2	28	9	spirit	4	1	1	0	NA	NA	1	0	0	0	0
3	23	7	spirit	6	1	1	1	18	10	1	0	0	0	1
1	22	7	spirit	4	1	1	0	NA	NA	1	0	1	0	0
1	21	6	other	4	1	1	1	16	7	1	0	1	0	0
2	25	12	spirit	0	1	1	1	25	10	1	0	1	0	0
1	19	3	spirit	1	1	0	0	NA	NA	1	0	1	0	0
2	22	7	other	1	1	1	0	NA	NA	1	0	1	0	0
0	18	6	catholic	4	1	0	0	NA	NA	1	0	1	0	0
0	24	10	spirit	2	1	1	0	NA	NA	1	0	1	0	0
0	18	9	spirit	4	1	1	0	NA	NA	1	0	1	0	0
3	30	0	spirit	4	1	1	0	NA	NA	1	0	0	0	0
4	28	7	other	3	1	1	0	NA	NA	1	0	1	0	0
2	22	7	spirit	5	1	0	0	NA	NA	1	0	1	0	0
8	37	0	spirit	8	1	0	1	17	4	1	0	1	0	1
0	18	10	spirit	2	1	0	0	NA	NA	1	0	1	0	1
0	32	6	spirit	4	1	1	1	23	7	1	0	1	0	0
1	29	9	catholic	4	1	0	0	NA	NA	1	0	0	1	0
5	47	4	spirit	6	1	0	1	44	7	1	0	1	0	0
1	16	7	other	4	1	0	0	NA	NA	1	0	1	0	0
1	20	7	spirit	4	1	1	1	17	10	1	0	1	0	1
1	24	7	spirit	1	1	1	0	NA	NA	1	1	1	0	1
4	31	0	spirit	4	1	0	1	21	5	1	0	1	0	1
2	19	10	spirit	5	1	1	0	NA	NA	1	0	1	0	1
11	34	0	spirit	12	1	0	1	15	0	1	0	1	0	1
2	27	0	spirit	NA	1	0	0	NA	NA	1	0	1	0	1
6	29	0	other	6	1	0	1	10	10	1	0	1	0	1
1	20	10	other	4	1	0	0	NA	NA	1	0	1	0	1
2	30	4	other	3	1	1	1	24	7	1	0	1	0	1
0	26	5	other	6	1	0	1	20	8	1	0	1	0	1
0	16	7	protestant	4	1	0	0	NA	NA	1	0	1	0	1
3	25	7	spirit	4	1	0	0	NA	NA	1	0	1	0	1
6	30	5	spirit	6	1	1	1	22	0	1	0	0	0	0
1	22	0	other	1	1	0	1	21	0	1	0	1	0	1
6	36	1	spirit	2	1	1	1	21	7	1	0	1	0	0
0	18	7	spirit	5	1	0	1	16	7	1	0	1	0	0
9	44	0	spirit	4	1	1	1	26	0	1	0	0	0	0
1	17	7	spirit	2	1	1	0	NA	NA	1	0	0	0	0
0	34	0	spirit	10	1	0	0	NA	NA	1	0	0	0	0
0	18	11	protestant	2	1	1	0	NA	NA	1	0	1	0	0
5	32	7	protestant	4	1	1	1	20	7	1	0	1	0	0
1	30	12	protestant	2	1	1	0	NA	NA	1	1	1	1	0
0	18	11	protestant	4	1	1	0	NA	NA	1	1	1	1	0
2	30	10	catholic	4	1	1	1	29	10	1	0	1	0	0
10	48	7	catholic	10	1	1	1	29	7	1	0	1	0	0
0	19	10	catholic	4	1	0	0	NA	NA	1	0	1	0	0
0	15	7	catholic	5	1	0	0	NA	NA	1	0	1	0	0
2	30	8	catholic	2	1	1	0	NA	NA	1	0	1	0	0
0	20	8	protestant	2	1	0	0	NA	NA	1	1	1	1	1
0	15	8	protestant	2	1	0	0	NA	NA	1	1	1	1	1
8	29	10	protestant	8	1	0	1	25	10	1	0	0	0	0
1	19	4	spirit	3	1	0	1	19	10	1	0	0	0	0
2	21	7	other	4	1	1	1	21	7	1	0	0	0	0
2	22	7	other	6	1	1	1	18	7	1	0	0	0	0
6	36	0	other	8	1	1	1	32	4	1	0	0	0	0
0	18	7	spirit	4	1	0	0	NA	NA	1	0	1	0	0
0	16	8	spirit	5	1	0	0	NA	NA	1	0	1	0	0
3	30	7	protestant	3	1	1	1	18	NA	1	0	1	0	0
2	35	7	spirit	3	1	1	1	34	0	1	0	1	0	0
6	38	7	spirit	2	1	1	1	30	7	1	0	1	0	0
0	21	10	other	4	1	1	0	NA	NA	1	0	1	0	0
2	26	10	spirit	5	1	1	0	NA	NA	1	0	1	0	1
8	42	6	spirit	4	1	1	1	21	1	1	0	1	0	1
0	18	9	spirit	5	1	0	0	NA	NA	1	0	1	0	1
0	17	8	spirit	3	1	0	0	NA	NA	1	0	1	0	1
0	19	7	catholic	6	1	0	0	NA	NA	1	0	1	0	1
6	36	7	spirit	6	1	1	0	NA	NA	1	0	0	0	0
0	16	5	other	3	1	0	0	NA	NA	1	0	1	0	1
1	24	7	spirit	6	1	1	0	NA	NA	1	0	0	0	0
1	23	7	other	4	1	1	0	NA	NA	1	0	0	0	1
4	40	6	spirit	5	1	1	1	26	7	1	0	1	0	1
1	27	6	spirit	8	1	0	0	NA	NA	1	0	1	0	0
6	41	6	protestant	6	1	1	1	18	9	1	0	1	0	0
1	21	10	other	4	1	0	0	NA	NA	1	0	1	1	1
0	16	7	protestant	2	1	0	0	NA	NA	1	0	1	1	1
0	17	7	protestant	5	1	0	0	NA	NA	1	0	1	1	1
9	40	7	catholic	7	1	0	1	12	7	1	0	1	0	1
1	15	7	catholic	3	1	1	0	NA	NA	1	0	1	0	0
0	17	10	spirit	4	1	1	0	NA	NA	1	0	1	0	0
5	31	0	spirit	5	1	0	1	14	7	1	0	1	0	0
2	43	0	catholic	NA	0	0	1	23	7	1	0	0	0	0
1	16	7	other	6	1	1	0	NA	NA	1	0	1	0	1
4	27	0	other	5	1	1	1	13	2	1	0	1	0	1
3	38	7	catholic	6	1	1	0	NA	NA	1	0	1	0	0
0	17	7	catholic	2	1	0	0	NA	NA	1	0	1	0	0
8	43	0	spirit	3	1	1	1	19	5	1	0	0	0	0
2	27	10	spirit	2	1	1	0	NA	NA	1	0	0	0	0
0	17	6	spirit	4	1	0	0	NA	NA	1	0	0	0	0
0	18	4	spirit	2	1	0	0	NA	NA	1	0	1	0	1
0	16	8	spirit	2	1	0	0	NA	NA	1	0	1	0	1
3	32	7	spirit	4	1	1	0	NA	NA	1	0	1	0	1
0	20	7	spirit	4	1	0	1	17	7	1	0	0	0	1
2	29	7	spirit	4	1	0	1	16	10	1	0	1	0	1
6	41	3	spirit	3	1	1	1	15	10	1	0	0	0	1
8	41	1	spirit	6	1	1	1	16	0	1	0	1	0	0
7	33	5	spirit	5	1	0	1	19	3	1	0	1	0	0
5	41	5	catholic	1	1	1	1	21	2	1	0	1	0	1
0	20	10	catholic	5	1	0	0	NA	NA	1	0	0	0	0
6	29	5	spirit	4	1	1	1	16	NA	1	0	1	0	0
2	20	6	spirit	2	1	0	0	NA	NA	1	0	1	0	0
0	17	7	spirit	3	1	0	0	NA	NA	1	0	1	0	0
4	49	15	catholic	2	1	1	1	20	15	1	1	1	1	0
2	36	13	protestant	2	1	1	1	20	16	1	1	1	1	1
0	15	8	catholic	2	1	0	0	NA	NA	1	1	1	1	0
1	19	12	catholic	2	1	1	0	NA	NA	1	0	1	0	1
2	44	11	other	2	1	1	1	18	15	1	1	1	1	0
7	36	10	protestant	6	1	1	1	18	10	1	1	1	1	1
1	20	5	spirit	3	1	0	0	NA	NA	1	1	1	1	1
4	26	7	spirit	4	1	1	1	19	10	1	0	1	0	1
0	21	7	protestant	5	1	0	0	NA	NA	1	0	1	0	1
4	33	7	protestant	4	1	1	1	17	7	1	1	1	1	0
1	25	7	protestant	4	1	1	0	NA	NA	1	1	1	1	0
1	25	7	other	3	1	1	1	21	7	1	0	1	0	0
4	36	7	protestant	4	1	1	1	21	10	1	1	1	1	1
1	22	10	spirit	10	1	1	0	NA	NA	1	0	0	0	0
1	20	12	catholic	2	1	1	1	18	17	1	0	1	0	0
1	29	3	other	8	1	0	1	20	7	1	0	1	0	0
1	26	10	spirit	2	1	1	0	NA	NA	1	0	1	0	0
2	39	7	spirit	4	1	NA	0	NA	NA	1	1	1	0	0
0	17	9	protestant	4	1	0	0	NA	NA	1	0	1	0	0
0	15	9	protestant	3	1	0	0	NA	NA	1	0	1	0	0
0	21	2	other	6	1	0	0	NA	NA	1	0	1	0	1
1	20	10	spirit	8	1	0	0	NA	NA	1	0	1	0	0
2	26	2	spirit	5	1	0	1	23	7	1	0	1	0	0
1	18	7	other	3	1	1	0	NA	NA	1	0	1	0	0
1	20	7	protestant	4	1	1	0	NA	NA	1	0	1	0	0
3	27	7	spirit	4	1	1	0	NA	NA	1	0	1	0	0
6	44	3	spirit	4	1	1	0	NA	NA	1	1	1	1	0
0	22	7	spirit	6	1	1	0	NA	NA	1	0	0	0	0
4	30	8	spirit	4	1	1	0	NA	NA	1	0	1	0	1
0	17	9	protestant	4	1	0	0	NA	NA	1	0	1	0	1
1	22	6	spirit	4	1	1	0	NA	NA	1	1	1	1	0
1	26	10	spirit	4	1	0	0	NA	NA	1	1	1	0	0
0	18	7	other	3	1	0	0	NA	NA	1	1	1	1	0
0	16	7	spirit	4	1	0	0	NA	NA	1	1	1	0	0
1	49	3	spirit	3	1	0	1	41	0	1	0	1	0	1
4	25	7	spirit	4	1	1	0	NA	NA	1	0	1	0	1
8	45	0	spirit	8	1	1	1	24	6	1	1	1	0	1
0	17	10	spirit	3	1	0	0	NA	NA	1	1	1	0	1
1	24	10	spirit	4	1	1	1	22	10	1	1	1	0	1
6	38	7	spirit	6	1	1	0	NA	NA	1	0	1	0	1
0	15	6	spirit	4	1	0	0	NA	NA	1	0	1	0	0
1	20	0	other	1	1	0	0	NA	NA	1	0	1	0	0
7	46	0	spirit	10	1	1	1	30	4	1	0	1	0	0
2	23	7	spirit	4	1	1	0	NA	NA	1	0	1	0	0
0	22	7	spirit	6	1	0	0	NA	NA	1	1	0	0	0
1	21	7	spirit	4	1	1	1	20	7	1	NA	1	NA	0
8	48	0	spirit	8	1	0	1	17	5	1	0	1	0	0
0	18	7	spirit	3	1	0	0	NA	NA	1	0	1	0	0
1	21	6	other	5	1	0	0	NA	NA	1	1	0	0	0
0	18	7	spirit	3	1	0	0	NA	NA	1	0	1	0	0
3	38	7	catholic	5	1	1	1	26	10	1	1	1	0	0
1	15	9	protestant	5	1	0	0	NA	NA	1	1	1	0	0
0	18	6	protestant	5	1	0	0	NA	NA	1	1	1	0	0
1	24	10	catholic	4	1	1	0	NA	NA	1	1	1	0	1
0	20	7	spirit	2	1	1	0	NA	NA	1	1	1	0	1
1	19	6	other	1	1	0	1	17	7	1	1	1	1	0
0	16	7	other	4	1	0	0	NA	NA	1	0	1	0	1
6	35	3	spirit	7	1	1	1	23	7	1	0	1	0	0
2	22	5	spirit	4	1	1	0	NA	NA	1	0	1	0	0
1	19	2	spirit	6	1	0	0	NA	NA	1	0	1	0	0
1	36	0	other	4	1	0	1	20	5	1	0	1	0	0
0	32	7	spirit	4	1	0	1	22	12	1	0	1	0	0
8	42	3	spirit	5	1	1	1	16	0	1	0	1	0	0
5	36	5	spirit	6	1	1	1	22	10	1	0	1	0	0
0	19	12	protestant	4	1	1	0	NA	NA	1	0	1	0	0
1	18	7	protestant	4	1	1	1	17	12	1	0	1	0	0
1	15	6	protestant	3	1	1	0	NA	NA	1	0	1	0	0
5	31	4	other	5	1	1	1	20	7	1	0	1	0	1
0	20	8	other	4	1	1	0	NA	NA	1	0	0	0	0
7	44	8	catholic	4	1	1	1	22	9	1	0	1	0	0
5	31	10	spirit	10	1	1	1	21	7	1	0	1	0	1
0	17	6	spirit	3	1	0	0	NA	NA	1	0	1	0	1
6	32	3	protestant	4	1	1	1	29	7	1	0	1	0	0
1	25	6	protestant	6	1	1	0	NA	NA	1	0	1	0	1
0	22	6	spirit	4	1	0	1	20	1	1	1	1	0	1
0	15	5	protestant	2	1	0	0	NA	NA	1	1	1	0	1
2	21	8	other	4	1	1	1	19	3	1	1	1	0	1
0	21	8	spirit	6	1	0	0	NA	NA	1	0	1	0	0
9	46	1	other	6	1	0	1	18	3	1	0	0	0	0
0	16	4	other	2	1	0	0	NA	NA	1	0	0	0	0
0	15	5	spirit	8	0	0	0	NA	NA	1	0	0	0	0
2	23	4	other	4	1	1	1	22	9	1	0	1	0	0
0	15	7	protestant	5	0	0	0	NA	NA	1	0	1	0	0
4	26	3	other	NA	1	0	1	17	0	1	0	1	0	1
3	29	7	spirit	4	1	1	1	23	10	1	0	1	0	0
2	26	10	protestant	4	1	1	1	19	12	1	0	1	0	0
2	28	7	spirit	NA	1	1	1	25	7	1	0	0	0	0
3	30	12	catholic	3	1	1	1	25	7	1	0	1	0	1
0	17	7	catholic	2	1	0	0	NA	NA	1	1	1	0	1
1	18	8	catholic	6	1	1	1	16	10	1	0	0	0	0
3	27	10	spirit	4	1	1	0	NA	NA	1	0	1	0	1
2	27	10	spirit	3	1	1	0	NA	NA	1	0	1	0	1
3	25	7	spirit	4	1	1	1	23	0	1	0	1	0	1
1	20	7	spirit	2	1	1	1	19	9	1	0	1	0	1
1	19	8	other	4	1	1	0	NA	NA	1	0	1	0	0
0	17	10	other	4	1	1	0	NA	NA	1	0	1	0	0
7	46	4	spirit	7	1	0	1	43	12	1	0	1	0	1
2	17	10	spirit	4	1	1	0	NA	NA	1	0	1	0	1
4	34	5	spirit	6	1	1	1	22	7	1	0	0	0	0
6	28	0	spirit	12	1	1	1	15	0	1	0	1	0	1
2	19	5	other	14	1	1	1	15	0	1	0	1	0	1
4	31	10	spirit	6	1	0	1	20	5	1	0	1	0	0
1	24	12	spirit	8	1	1	1	22	7	1	0	1	0	0
0	16	8	spirit	10	1	0	0	NA	NA	1	0	1	0	0
1	16	8	spirit	8	1	0	0	NA	NA	1	0	1	0	0
1	17	0	spirit	3	1	0	0	NA	NA	1	0	1	0	0
1	31	12	spirit	4	1	1	1	23	10	1	0	1	0	0
1	18	8	spirit	4	1	1	0	NA	NA	1	0	1	0	0
0	18	10	catholic	2	1	1	0	NA	NA	1	0	1	0	0
3	32	5	spirit	5	1	1	1	19	7	1	0	1	0	0
1	20	10	catholic	4	1	1	0	NA	NA	1	0	1	0	0
3	24	10	spirit	6	1	1	1	22	7	1	0	1	0	0
2	24	6	spirit	6	1	NA	1	23	10	1	0	0	0	0
2	22	0	spirit	3	1	1	1	17	7	1	0	0	0	1
2	36	4	spirit	6	1	0	1	29	12	1	0	1	0	0
0	34	0	other	5	1	0	0	NA	NA	1	0	1	0	1
4	35	0	other	6	1	1	1	17	9	1	0	0	0	0
4	45	5	spirit	4	1	0	1	15	0	1	0	1	0	1
5	28	0	protestant	5	1	1	1	24	10	1	0	0	0	0
5	33	0	spirit	6	1	1	1	27	7	1	0	1	0	0
1	19	6	catholic	5	1	0	0	NA	NA	1	0	1	0	0
0	17	7	other	10	1	0	0	NA	NA	1	0	1	0	0
2	22	7	spirit	6	1	0	1	18	7	1	0	1	0	1
4	31	1	other	5	1	1	1	26	5	1	0	1	0	1
4	30	4	spirit	5	1	1	1	25	7	1	0	0	0	0
3	40	6	other	4	1	1	0	NA	NA	1	0	0	0	0
3	30	5	other	6	1	1	1	17	0	1	0	0	0	1
2	23	7	spirit	7	1	0	1	15	10	1	0	1	0	1
3	23	8	spirit	5	1	1	1	18	7	1	0	0	0	1
1	34	8	spirit	6	1	0	1	32	NA	1	0	1	0	0
6	29	0	other	4	1	1	0	NA	NA	1	0	0	0	1
2	28	7	spirit	4	1	1	1	27	7	1	0	1	0	0
4	33	0	spirit	5	1	0	1	30	0	1	0	0	0	0
3	27	10	spirit	3	1	1	1	25	7	1	0	1	0	0
3	27	9	spirit	1	1	1	1	15	10	1	0	0	0	1
0	17	11	protestant	3	1	0	0	NA	NA	1	0	1	0	1
7	38	7	protestant	6	1	1	1	21	5	1	0	1	0	1
8	47	6	protestant	8	1	0	1	30	10	1	1	1	0	1
1	17	9	protestant	5	1	0	0	NA	NA	1	1	1	0	1
4	27	10	catholic	6	1	1	0	NA	NA	1	0	1	0	0
2	23	10	protestant	4	1	1	1	16	12	1	0	1	0	0
1	20	8	protestant	7	1	0	0	NA	NA	1	0	1	0	0
3	24	6	other	7	1	0	1	21	10	1	0	1	0	0
2	30	10	spirit	2	1	1	1	17	10	1	0	1	0	0
6	38	5	catholic	8	1	1	1	16	7	1	0	1	0	0
6	36	5	protestant	6	1	1	0	NA	NA	1	0	1	0	0
0	16	7	protestant	4	1	0	0	NA	NA	1	0	1	0	0
